customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.4,6014.76,Yes
371ecd7b-27cd-4130-8722-9389571aa876,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,109.31,3783.26,No
1a2a73ed-562b-4f79-8374-59eef50bea63,Male,0,No,No,61,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,75.77,8514.35,No
5be6128e-18c2-4797-a142-ea7d17be3111,Male,0,Yes,Yes,67,Yes,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),88.3,6106.53,No
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,85.79,2862.57,No
759cde66-bacf-43d0-8b1f-9163ce9ff57f,Male,1,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.31,6311.11,No
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,36.63,8118.16,No
4b0dbb41-8d52-48f1-942c-3fe860e7a113,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,65.83,1519.77,No
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,Male,0,No,No,34,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),86.31,4987.6,No
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,Male,0,No,No,65,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,100.1,2461.35,No
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Male,0,No,No,36,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,42.23,5910.33,No
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,Female,0,Yes,No,13,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,51.28,5846.84,No
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,Female,0,No,Yes,42,No,No phone service,DSL,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,40.62,3456.18,No
7412b293-4729-4739-a14f-f3d719db3ad0,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),29.43,4287.89,Yes
29a3b2e9-5d65-4441-9588-42dea2bc372f,Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,50.68,394.91,No
ab9099a4-35a2-40ae-9af3-05535ec42e08,Female,1,Yes,No,28,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,80.57,2422.59,Yes
aefcfad8-efc8-4849-b3aa-7efe4458a885,Male,0,Yes,No,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.63,735.9,No
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Female,0,Yes,No,65,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.77,4649.44,No
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,Female,1,No,No,17,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.8,2686.0,No
451b4cf3-6123-4df7-b656-af7229d4beef,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.12,3036.78,Yes
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Female,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.24,,Yes
5304317f-af42-412f-b838-b3268e944239,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.56,1806.89,Yes
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,Male,0,No,Yes,47,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,80.38,3215.81,No
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),27.22,4658.02,Yes
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),79.13,2074.61,No
9132b63e-f162-47e4-a9c3-49e03602f8ac,Male,0,Yes,Yes,62,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,Two year,No,Credit card (automatic),44.17,1499.71,No
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,Female,1,No,No,51,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.47,5165.39,No
e27a984d-6548-41d0-bfcd-9eb1a7cad415,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),30.74,6352.5,No
24933b83-7577-40a9-a491-f0b2ea1fca65,Female,0,Yes,No,22,Yes,No,No,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),86.89,3935.39,No
beb79919-3f22-4af8-a3be-d01d43cf2fde,Female,1,No,No,31,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,98.05,5392.35,Yes
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Female,1,No,Yes,27,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),33.32,2005.49,No
956269f0-e5d7-4875-adad-d6c795a76d79,Female,0,No,No,36,Yes,No,No,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,43.98,6311.14,No
ff50bde4-3825-47b8-9cab-cc97663f1c97,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),30.78,7998.82,No
7e570ddf-8270-40a8-a369-b584ff5e9ff0,Female,0,No,No,53,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,63.72,1239.47,No
dc713d96-0c0f-4195-817a-f08a1745d6d8,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,49.4,3461.96,Yes
28f49481-a0a0-4dc4-a720-9bdf1c11f735,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Electronic check,104.86,8217.84,No
98ae4334-6c12-4ce8-ae34-0454cac5b68c,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),42.19,880.56,No
988c24c9-61b1-4d22-a280-1c4510435a10,Male,0,No,No,68,No,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),109.77,5432.98,No
405cacec-8774-49a9-b7d2-1e02ff01cf99,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),60.98,213.52,No
f143262f-dc5c-4eed-8da0-365bf89897b9,Male,0,No,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.64,1807.65,Yes
1d53434b-b881-49b9-ae27-0da702f06b90,Male,0,No,No,40,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,95.73,610.25,No
c0398710-8976-4334-a281-7efdae849217,Female,0,No,No,54,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,95.73,942.58,No
5715bd6f-a416-4293-84c2-e2e3444ea7c8,Male,0,No,No,42,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),70.64,770.19,No
287d06ca-6f4c-469a-8b22-d3081c8eaee9,Female,0,No,No,70,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Electronic check,30.36,6353.85,No
b8db0672-f42d-47cc-80d4-af5974273ca3,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),99.05,4684.59,Yes
f8cda88b-436d-46e2-b83c-fe0be037e5ed,Female,0,No,No,33,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,81.31,7590.09,Yes
81f76d1c-2dbc-4134-830f-f46e8026695f,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,30.76,8307.1,No
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,Female,0,No,No,63,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,40.41,1634.47,No
81f631d4-a392-41a7-9777-a4774c66e0a8,Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,No,Electronic check,108.19,7472.66,No
5fb8d16c-2720-497d-b2eb-d6899be578c7,Male,0,Yes,No,33,No,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.38,5939.92,Yes
f4188f3f-8a14-4e62-a95b-4715c333e861,Male,1,No,No,29,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,111.72,935.96,Yes
eb2263dd-87c5-421e-ac24-a3c5c754108f,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),81.75,2270.26,No
7d154385-52fb-443b-9954-6eb400257ad1,Female,0,No,Yes,30,Yes,No,No,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),89.46,4122.79,No
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,Male,0,No,No,23,No,No,DSL,No,Yes,Yes,No,No,No internet service,One year,Yes,Electronic check,118.46,3712.09,Yes
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Electronic check,117.14,3566.09,No
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),47.81,7920.77,Yes
14296c07-f26b-4776-913e-4de2e0c53cb8,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,25.53,3420.15,Yes
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.84,,Yes
885f6e66-c2b6-42c5-ba5d-310011b7e948,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),23.47,4709.67,No
a8e56e0c-20de-435d-a031-d750c40db9b4,Female,1,No,No,62,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.6,4172.23,No
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,44.15,4027.89,Yes
9b49bd26-df57-459a-8715-a10343dac043,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),117.96,2478.68,No
edcd465e-3638-4821-b6e0-7cc06c52c49f,Male,0,Yes,No,13,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,54.35,5157.31,Yes
b09b2a5c-badc-432a-8159-0f538a0f4efb,Male,0,No,Yes,5,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,43.25,5366.98,No
66245bfa-4fcc-439a-b683-d2e6337ea2df,Female,0,Yes,Yes,37,Yes,No,No,No,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,23.45,5565.07,No
5f987c71-a65e-488e-abf3-ad39fec21bbe,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),32.28,278.55,No
7394988f-847f-49b4-a64d-1bcb702753a1,Male,0,Yes,No,1,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),95.49,999.01,Yes
1064005c-3985-43cf-bf76-be1d1efa2197,Female,1,No,No,7,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.54,3521.08,Yes
8dcdcd03-969b-4662-8562-8059568cc69b,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.76,1988.32,Yes
01d74256-3860-4ab6-96a4-02f23ae8cc93,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.47,6491.22,No
0f1259e0-a18f-46b6-b535-106e122c9a56,Female,0,No,No,47,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),71.74,5053.16,No
080aadfb-e7c9-4b26-9141-25c63a9bedd4,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,81.88,8263.66,No
839fbc50-1223-4513-9496-f63cdc1110c1,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.3,1316.13,Yes
7c441fe7-ab42-40a7-874a-493b3ceddf2d,Male,0,Yes,No,33,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,88.11,,No
b92da22b-21df-406f-8a0b-3c3336d8393a,Male,0,No,No,30,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.71,7227.73,Yes
93829b43-922f-415a-a1e3-db63ef7ddc76,Female,0,No,Yes,72,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,114.49,1537.98,No
7914c120-c8dc-419f-be35-11287900f7f9,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),70.61,5422.79,Yes
1825bc54-30be-445f-a835-14f2ceb81f9d,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),106.02,1420.65,No
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,Female,0,No,No,6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,88.09,3018.1,Yes
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,Female,0,No,Yes,54,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,41.62,711.78,No
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),24.06,6041.98,No
0f844fef-1931-49ee-a56c-0941fbf24050,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),97.86,3526.78,No
ccf3a171-56dc-4907-ba6c-34ab6712303a,Female,0,No,No,71,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.49,8475.72,No
310c0c00-3fa7-4104-9bf9-0e27dc96925e,Female,1,No,Yes,60,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Mailed check,114.35,1172.63,No
23e2fcb4-72d8-467d-894a-05e430b187ef,Male,0,No,No,48,Yes,No,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Mailed check,33.34,6409.4,No
766ecb15-474e-4c19-aef9-12766c006f61,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Two year,No,Mailed check,59.67,4781.77,No
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),47.68,8511.22,Yes
db20a56e-dc81-4fe7-8eda-8bbb71710434,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,19.53,8619.07,No
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Female,0,No,Yes,47,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,No,Electronic check,34.81,1160.36,No
03c72ba8-d605-4770-8a63-f881ffd0f9d5,Female,0,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,19.19,2156.52,No
c0e9ab30-ed26-42e9-97e0-11b7f8102383,Female,1,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),94.5,5897.63,No
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,Female,1,Yes,No,29,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.6,,Yes
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),39.34,7169.38,No
2a25a888-0f02-4ad0-a706-7ef466aa9385,Female,0,Yes,No,18,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),93.35,6431.52,No
63f2ae24-fc3d-4348-808d-4127610461e3,Female,0,No,No,3,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,98.92,3989.45,No
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,44.55,2159.12,No
b253d218-6c4a-47ea-8906-17f2747b6dba,Female,0,Yes,No,70,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),115.07,4873.22,No
c88a618e-fed4-457d-bb02-6576f512c4c3,Female,0,Yes,Yes,28,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.26,,Yes
7c967f79-b7e9-4aca-a970-65e18e46d534,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,No,Mailed check,59.63,5660.14,No
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,Female,0,No,No,5,No,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,43.93,8222.36,Yes
bc594585-9445-48c0-8ef8-c2d6f7fd5646,Female,0,No,No,1,No,No,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,97.93,,Yes
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,Female,0,Yes,No,42,Yes,No,DSL,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),100.7,2732.66,No
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Female,1,No,Yes,11,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,71.25,6252.72,No
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,89.81,7176.73,No
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,18.63,5926.15,No
118a9d29-2f92-4996-99f1-95d014822f53,Male,0,No,Yes,63,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,108.58,5658.36,No
dca02eec-acda-4acc-9165-e21098543881,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),47.62,,No
f10c718b-1eb0-438a-a75d-d5af3c365296,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.12,662.17,No
94340a03-3f07-4814-91d6-3f78e3e9de99,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),84.46,2205.29,No
14fcdd54-9e8f-4965-8a2c-827e98326856,Male,0,No,No,9,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Mailed check,79.26,5489.71,No
90b2b633-956b-4c0c-a849-9b926b5252e3,Female,0,Yes,No,14,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,78.96,7882.16,Yes
42c18a62-ef48-48d5-90fd-9d3f85d51695,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.21,3457.44,No
506e5a9a-b758-488d-ab73-295b344a54b8,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,109.46,6206.61,No
21813d25-6552-48a6-83ff-50113d1a85dd,Female,0,No,No,69,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.35,6528.51,No
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,Male,0,Yes,No,63,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,101.57,8609.09,No
ef8c485b-c07a-40f2-add4-253b50f0fd0a,Female,0,No,No,55,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,49.03,,No
9f044aed-7552-4327-8262-7f7312922f83,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.01,1357.35,No
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,115.13,3348.34,No
8181a8cc-3691-47eb-89a2-688b12c136e0,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Two year,Yes,Electronic check,79.24,1332.43,No
5958a499-eeea-463e-a1e8-ac6843e42caf,Male,1,No,No,49,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),73.01,1450.79,No
3e896c64-e117-4ac3-919c-4ea3e1805081,Female,1,Yes,No,51,Yes,No,DSL,No,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,77.85,5210.78,No
702cdd20-2862-48b8-88f4-ef125e9953d2,Male,0,Yes,No,5,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,38.67,6620.54,No
4d71c366-b41b-4143-8b10-550cd5704f32,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,42.41,2721.72,No
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Male,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),86.27,7198.31,No
aaf91531-0200-41f0-8768-a84fa76afde6,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),20.71,2671.79,No
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,Female,0,No,No,45,No,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.49,6981.78,No
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,Female,0,No,No,26,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),73.99,5539.83,Yes
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Female,0,Yes,No,11,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,37.25,6804.42,Yes
