customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
068031af-cd09-4bd6-9683-2a1abbbc56b5,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,23.39,,No
6e62c98f-6e7e-4ade-b461-3f2c652f3aff,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),51.1,3705.76,No
95c9481a-0a5a-4b1e-81d5-ba55cc1cdfca,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.72,583.85,No
cc9935bb-5d74-4422-b980-ccbeb6b04521,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,86.04,8078.82,No
9fe2f2ce-7490-43fd-9b15-2d3c34c1120c,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),52.69,536.8,No
40ceee2a-fde1-4c4c-83c9-f5bad36fa256,Female,1,No,No,16,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.76,7925.54,No
15497de4-58cf-4d5a-8e24-c27bb65f82d1,Female,1,Yes,Yes,26,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,35.71,594.48,No
500a3029-f703-414c-9c74-ebba7b02510d,Male,0,Yes,No,9,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,90.13,3277.46,No
f52724d2-9c20-4088-a284-d99b167e2ac7,Male,0,Yes,No,41,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.89,2248.87,No
8c4bb254-4156-4600-a66e-4f5182c7fa2f,Male,1,No,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),45.17,,No
1ea8024c-e688-4dee-bbd2-876b77158a6e,Male,0,No,No,58,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,58.63,4034.02,No
0cb727db-2268-4d3a-81e7-f6f5fb3cfc19,Male,1,Yes,No,9,No,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,18.81,3460.17,No
600048fb-e7cb-4349-b859-c55bf687405d,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),72.75,4220.95,Yes
d216d903-9655-44de-ba33-b44ac0652817,Male,0,No,Yes,66,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,One year,Yes,Electronic check,27.87,3559.8,No
64366024-6d6d-4e2c-872e-cc3f2fe5337b,Female,1,Yes,No,5,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,37.32,5106.39,Yes
d8cc10bf-9445-4b59-8ceb-a51b5e38f355,Male,0,No,No,49,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,41.44,1587.87,No
db5c2916-6703-4590-91c2-69afcc3fd4cf,Female,1,No,No,13,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Electronic check,104.3,3215.12,No
1c9785aa-e9dd-453f-8f5d-46e70bb45a8f,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.69,8091.0,No
b7391481-22c2-472f-9a56-7013685e40c0,Female,1,No,No,27,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),114.64,,Yes
ffbe9660-2812-436c-b31d-dbb6d655d728,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),37.67,3258.19,Yes
9d381a7c-fc45-4a41-915f-0b3728ffcb25,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,89.68,8489.14,Yes
7bd32b81-67eb-4243-958f-e6962185bf75,Female,0,Yes,Yes,18,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,56.47,7478.79,No
99d364c7-3ae0-411d-af1d-f55182b663ae,Female,0,No,No,25,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,43.08,631.06,Yes
863b6750-098c-4719-9de5-fb50cbab9dd2,Female,0,No,No,61,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),59.91,5041.82,No
40e22b53-8f53-42ba-822f-f136909cba91,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),105.71,5549.86,No
e1310466-350a-43d7-8787-e224469c2bd1,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,58.14,4937.88,No
c4bc4966-0886-4be5-bd06-40e4fb583b18,Male,0,No,No,68,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,31.29,7850.43,No
19ff6280-9539-40f9-87bf-9aa16ecc39d3,Male,1,No,Yes,56,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,44.35,3742.06,No
00b511a1-f950-4a65-a5a5-157b6cfb28f9,Female,0,Yes,Yes,21,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.41,510.18,Yes
4ecb746b-3323-40bd-8dfa-e12f097a2eb5,Female,0,No,No,33,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),58.4,8421.82,No
fe7ab257-b8bf-457d-927a-e54935389a92,Female,0,Yes,No,40,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),115.33,3363.62,No
135e0f21-bf9c-40ef-89bb-4ceaf800390c,Male,0,Yes,Yes,10,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.45,504.62,No
90b465c0-8444-4bd9-ba78-83e40d4847be,Female,1,Yes,No,66,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),99.34,7151.61,No
2017840e-e703-453e-b9e6-16e8bedca688,Male,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,85.01,7672.95,Yes
fe20e260-a456-4df8-90d0-001cc35371d4,Male,0,No,Yes,51,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,53.15,6587.84,No
d975c372-341f-49ff-a593-7b739efd5e3e,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),49.74,5251.83,No
6e1e9d30-6efb-415f-ad61-cd47b2a82233,Female,1,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,118.44,1470.6,No
fb0035b1-5647-4146-83bf-81bc20d004bf,Female,0,Yes,No,60,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,91.85,131.37,No
c4ae34da-086d-4000-869a-00f68b7fbae1,Male,0,Yes,No,17,No,Yes,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Electronic check,61.6,6071.96,Yes
999e68e7-0f50-4f6f-b184-9f065904eba4,Male,1,Yes,No,28,Yes,No,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),98.92,6006.17,No
43333b7e-e57c-416e-bc9c-8993e1783636,Male,0,Yes,No,15,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,25.16,,No
6663a621-ea71-48b7-b788-1599f4024d63,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),42.23,4062.57,No
678e8a4a-c738-491d-abd1-56eac18b8368,Female,0,No,No,5,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,25.65,1984.28,No
3ce562a0-63bc-4ab1-9fac-97e30e123f1c,Male,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),112.76,3328.45,Yes
3cb84d5d-9d69-4c9d-8a1b-61d77e64e97a,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,62.11,5748.48,Yes
dc0d7b11-d6ab-451c-beff-eb91973c4d31,Male,1,No,No,72,Yes,No phone service,No,No,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,62.86,8456.04,No
10bbba23-be55-4804-b9d2-545e5de58aa1,Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),87.25,8325.3,No
f58b2713-cb11-417a-9d9d-70e10f7773f2,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,33.65,109.41,No
483509d2-db41-4d72-9d8f-82bae82fd8eb,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.24,6696.29,Yes
ff8555e6-25c9-48a8-84f1-85dbe9600437,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.94,119.41,Yes
81c20810-26d5-4bf9-b6cd-861bbca56fb7,Male,0,No,Yes,37,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.56,,No
6ba51a46-4d9c-49fb-a5d0-e78048147cc6,Male,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.79,8219.59,No
d8805f19-d3a4-444f-9c30-597d694cbf80,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,23.42,2133.88,Yes
dfd842c4-eda2-4f02-b7b5-d930cf208127,Male,1,Yes,No,70,No,No,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),112.34,3348.46,No
31d9056d-b283-4a13-b74f-c5cefaa6ba65,Female,0,Yes,No,22,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,21.12,6696.93,Yes
8a803d67-8508-4948-a4a2-592e02ddd91d,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.08,3348.74,Yes
5db64f15-810b-48ab-89e0-0528c6967cab,Male,0,Yes,Yes,27,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,43.46,7187.41,Yes
aa6ef938-eb8f-4429-b931-f603cd22e83c,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,46.29,2449.61,No
1a411b7e-3d9d-4204-bc07-df6fd492330a,Female,0,No,Yes,59,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,57.29,4954.64,No
4e3175a9-7f98-4ebe-b859-de9a8e7a75ec,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,30.45,3435.12,Yes
33ddd7dc-a6db-43a9-a4c6-f771ee76eb41,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Mailed check,24.3,7043.92,No
9a676ca2-c4a8-4e65-b55d-bb2d2089cc1d,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,31.83,4263.27,Yes
1a95162f-e90b-4ac0-a2d5-5712a167b541,Male,1,No,No,45,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,91.15,4592.27,No
c7b69606-67b1-4745-9e73-54f76e1fca91,Male,0,No,Yes,72,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,24.71,4416.15,No
66ffe36a-86d1-4922-8e5b-3a7eb1afd1a4,Male,0,Yes,Yes,41,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),79.81,6269.39,No
94a949d0-e354-4b72-a84c-8241ca8ae22a,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),117.56,6481.79,Yes
42e4438b-76c9-474b-a413-57bc737369b2,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),102.45,2950.87,Yes
cab801e8-4718-441e-8754-c425ad224be6,Female,0,No,No,20,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),59.69,7276.22,Yes
7be78b02-fee8-406c-a852-ad53a4551e53,Male,0,No,No,46,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,116.8,5815.41,No
50671740-00d0-4a0c-942c-98fdbfed7169,Female,0,No,No,4,No,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,40.81,8016.82,No
22bae0de-bec6-4182-994a-6232a7ffa18e,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,42.92,5598.63,No
d8d13eb2-8057-4977-8adf-939f3557de72,Male,0,No,No,18,Yes,No,No,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,60.03,8168.83,Yes
d545fd5d-6dfa-4b1c-aae6-8546b31b52c7,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),81.4,2064.44,No
2c7f9a2e-9be3-4660-82ba-7255aebde75b,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,36.09,1589.51,Yes
507628db-2c57-4f4d-a5dc-733471760842,Female,0,Yes,No,16,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Mailed check,55.68,5513.44,No
22c0f060-9931-4293-b799-bc963e3db590,Female,0,Yes,Yes,21,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),106.69,4309.96,Yes
0e3bf0dd-aa8f-407a-bfcf-9cb55091901b,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),25.31,8606.63,No
51c2ae93-b972-4265-b8b8-8344db737de2,Female,0,No,No,20,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,98.9,4398.45,Yes
7103100d-5e48-4989-bb53-390f0d7e48f6,Male,1,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),40.27,8580.75,No
f420836b-2e08-42ba-a085-84083d38758f,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,89.51,2583.08,No
a6b18427-8e02-469e-b8f2-5817ba0449cd,Male,1,Yes,Yes,17,Yes,No,No,No,No,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),45.23,4276.35,No
c95e0811-56eb-49d1-8e3d-613c9e8180d1,Female,0,No,Yes,23,No,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.95,6163.63,No
252c630e-deee-4aba-964b-c3a3aa0bbd1e,Female,0,No,No,1,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),94.18,56.94,No
04d729e3-0c0d-4931-888a-519bda08b76d,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.53,2472.79,No
4a75f9dd-b713-4273-9728-7e0378175be0,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,114.52,3132.28,No
3e686c11-a48c-4979-921c-9b985cde1b7d,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,19.62,8468.0,Yes
cea6b772-bab5-4c4c-b0b6-22a27d55103c,Male,0,No,No,40,Yes,Yes,DSL,No,No,No,No,No,No internet service,Two year,Yes,Electronic check,25.24,5127.24,No
072fab2b-a6b6-4e22-84f1-fff6ae6735ca,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),114.73,1614.26,No
1092cfa0-74ab-493c-be5d-079df0893c12,Male,0,Yes,Yes,31,No,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,84.11,2271.88,No
f2206a0d-44aa-44ec-9565-b4d2a25f0fde,Female,0,No,No,28,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),40.29,2864.03,No
98f7704b-4ea3-41b0-ab18-042cc14f71d8,Female,0,Yes,No,22,Yes,Yes,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,67.48,5806.05,Yes
53a5c05f-aad0-4582-8785-6b31aa74c86c,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,40.85,6622.27,No
8bcd3466-5e01-41be-9c0a-0173cfe84616,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,28.21,42.87,No
bef9f523-d2f3-49ed-8648-a02f5c40b822,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,85.03,8679.04,No
6eb0e219-28ea-43cd-a23a-e9cf3714f0f8,Male,0,No,No,11,Yes,Yes,No,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,99.9,5971.37,No
710b935f-fc10-4d1f-ab80-16a3ffde2866,Male,0,No,No,23,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.62,170.47,No
65336537-794c-455d-9429-bbac66dcc4d2,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,38.11,485.24,Yes
1f723a60-ab56-415d-9b39-da88187d735a,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,107.56,1664.96,No
5c74d434-0ea9-48d6-9088-5444013ebe0b,Female,0,No,Yes,29,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.06,5437.81,Yes
d84503d6-c9f7-4ff6-a54f-f1bf1fa62998,Male,0,No,No,26,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.23,3439.69,Yes
3f0ba8bc-235d-4871-8101-a63100a2ce20,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,68.89,1361.4,No
dad5b209-608f-4431-a717-ddaeb31a5918,Male,0,Yes,No,7,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),44.2,675.27,No
2688ac61-c52f-4d01-91a8-b35d3c35dd18,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,72.2,8355.95,No
f4e70893-3705-49ad-9dc5-7c493931152d,Female,0,Yes,No,30,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,57.55,2723.75,No
71f4082f-90d9-4964-9044-e2b3d1d82489,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,69.37,1839.69,No
ce7c17bd-e513-4336-bcc1-8172d999d608,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,No,Mailed check,70.07,8585.36,No
ccc4a878-5cf4-48c0-9fea-94c1dccc62d2,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),41.19,5169.46,No
122c3501-ef87-4d3b-933b-2adfc5258ffe,Male,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),67.99,613.18,No
5217d1ab-6664-4aab-bf9d-f91f733f604e,Male,0,No,No,40,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),51.48,1362.51,No
a0b659dc-bed4-4901-a80c-01b857568a08,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,One year,Yes,Credit card (automatic),38.0,6312.09,Yes
df8be114-6d09-4729-9c3d-f26cb09d1f48,Male,0,No,Yes,10,Yes,Yes,No,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),46.86,4244.78,No
c8e8d577-bb0d-45d3-ac2b-62c8a64b951c,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,95.69,6747.33,No
12bf46be-2241-468d-a8e9-3b81f75518fc,Female,0,Yes,No,21,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72.72,4747.27,No
4d5fdc35-daf9-40e7-a426-08935ce6926d,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,38.96,4123.3,No
4c01edb9-f07c-40f3-a228-eecd2c4e57b1,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),30.97,3203.45,No
c6061dd3-399e-45d1-ace1-ff86b7c61163,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.49,7526.23,No
15489a21-cf24-4184-ae43-346d9a0fd658,Male,0,Yes,No,59,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,116.3,3647.41,No
0f03fad8-648c-4d32-bd31-e7d25d31df0f,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,63.95,3139.89,No
8bd2d313-b647-46b3-a620-d4a51ab23c26,Male,1,Yes,Yes,62,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,20.09,1760.55,No
9a41c5f8-5c4a-4c85-adac-608c763a094a,Male,0,No,Yes,71,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,100.07,2066.39,No
9d68853e-786e-46a4-bf16-f2198de5f67a,Male,0,Yes,No,14,No,No,No,No,No,No,Yes,No internet service,Yes,One year,Yes,Electronic check,20.88,979.88,No
b96f1159-8009-40be-a4ba-bb16a698ba1a,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,24.01,137.84,No
84f3fe89-c65f-4b9b-951e-9b16b2fc9c0e,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),114.16,1708.4,No
7633193e-3db1-4d42-8595-5c5b73131817,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,55.56,4433.35,No
b96963f2-fe88-47d2-adba-c8949c8a927b,Female,0,No,Yes,67,Yes,No,No,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,69.7,7616.22,No
41bfcef2-12ff-4718-bfe4-e047d13daebc,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.1,2524.13,Yes
