customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,total_interactions,days_since_last_interaction,billing_inquiry,complaint,service_upgrade,support_call,website_visit,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
e27a984d-6548-41d0-bfcd-9eb1a7cad415,1,0,0,0,2,1,0,30.74,6352.5,0,13,68,1,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
24933b83-7577-40a9-a491-f0b2ea1fca65,0,0,1,0,22,1,1,86.89,3935.39,0,18,15,2,2,1,5,8,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
beb79919-3f22-4af8-a3be-d01d43cf2fde,0,1,0,0,31,1,1,98.05,5392.35,1,5,5,1,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,0,1,0,1,27,1,1,33.32,2005.49,0,14,8,1,2,0,4,7,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
956269f0-e5d7-4875-adad-d6c795a76d79,0,0,0,0,36,1,1,43.98,6311.14,0,16,14,3,2,0,5,6,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
ff50bde4-3825-47b8-9cab-cc97663f1c97,0,0,0,0,37,1,0,30.78,7998.82,0,21,15,3,0,0,7,11,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7e570ddf-8270-40a8-a369-b584ff5e9ff0,0,0,0,0,53,1,1,63.72,1239.47,0,14,29,2,3,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
dc713d96-0c0f-4195-817a-f08a1745d6d8,1,0,1,0,24,1,1,49.4,3461.96,1,16,35,4,3,0,2,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
28f49481-a0a0-4dc4-a720-9bdf1c11f735,1,0,1,0,49,1,1,104.86,8217.84,0,11,39,1,0,0,5,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
98ae4334-6c12-4ce8-ae34-0454cac5b68c,1,0,0,0,55,1,1,42.19,880.56,0,20,2,2,2,0,6,10,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
988c24c9-61b1-4d22-a280-1c4510435a10,1,0,0,0,68,0,0,109.77,5432.98,0,13,22,1,2,2,5,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
405cacec-8774-49a9-b7d2-1e02ff01cf99,1,0,1,1,20,1,0,60.98,213.52,0,12,17,2,0,0,1,9,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
f143262f-dc5c-4eed-8da0-365bf89897b9,1,0,0,1,11,1,1,101.64,1807.65,1,11,5,0,2,1,2,6,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1d53434b-b881-49b9-ae27-0da702f06b90,1,0,0,0,40,1,1,95.73,610.25,0,10,17,3,1,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
c0398710-8976-4334-a281-7efdae849217,0,0,0,0,54,1,0,95.73,942.58,0,17,6,3,2,2,7,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
5715bd6f-a416-4293-84c2-e2e3444ea7c8,1,0,0,0,42,1,0,70.64,770.19,0,15,55,0,1,0,4,10,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
287d06ca-6f4c-469a-8b22-d3081c8eaee9,0,0,0,0,70,0,1,30.36,6353.85,0,18,43,9,3,0,0,6,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
b8db0672-f42d-47cc-80d4-af5974273ca3,1,0,1,0,19,1,1,99.05,4684.59,1,18,17,0,2,1,4,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
f8cda88b-436d-46e2-b83c-fe0be037e5ed,0,0,0,0,33,1,1,81.31,7590.09,1,13,6,2,1,0,1,9,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
81f76d1c-2dbc-4134-830f-f46e8026695f,0,0,1,0,5,1,1,30.76,8307.1,0,9,82,1,0,0,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,0,0,0,0,63,0,1,40.41,1634.47,0,13,3,1,3,0,2,7,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
81f631d4-a392-41a7-9777-a4774c66e0a8,0,0,1,0,49,1,0,108.19,7472.66,0,17,19,1,2,1,1,12,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5fb8d16c-2720-497d-b2eb-d6899be578c7,1,0,1,0,33,0,1,40.38,5939.92,1,15,56,1,0,0,5,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
f4188f3f-8a14-4e62-a95b-4715c333e861,1,1,0,0,29,1,1,111.72,935.96,1,24,15,3,3,0,7,11,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
eb2263dd-87c5-421e-ac24-a3c5c754108f,0,0,0,0,31,1,0,81.75,2270.26,0,19,35,5,3,1,4,6,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
7d154385-52fb-443b-9954-6eb400257ad1,0,0,0,1,30,1,1,89.46,4122.79,0,25,5,5,2,2,7,9,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,1,0,0,0,23,0,1,118.46,3712.09,1,6,3,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,1,0,0,0,32,1,1,117.14,3566.09,0,14,62,1,0,1,5,7,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,0,0,1,1,12,1,1,47.81,7920.77,1,16,37,1,3,0,4,8,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
14296c07-f26b-4776-913e-4de2e0c53cb8,0,0,1,1,35,1,1,25.53,3420.15,1,16,14,2,1,0,2,11,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,1,0,1,0,16,0,1,112.84,4315.275,1,18,8,3,0,0,2,13,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
885f6e66-c2b6-42c5-ba5d-310011b7e948,0,1,1,0,26,1,1,23.47,4709.67,0,13,94,1,1,2,4,5,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
a8e56e0c-20de-435d-a031-d750c40db9b4,0,1,0,0,62,1,0,83.6,4172.23,0,21,24,4,4,1,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,0,0,1,0,26,1,1,44.15,4027.89,1,10,40,4,1,1,1,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
9b49bd26-df57-459a-8715-a10343dac043,0,0,0,0,4,1,0,117.96,2478.68,0,4,8,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
edcd465e-3638-4821-b6e0-7cc06c52c49f,1,0,1,0,13,1,1,54.35,5157.31,1,20,3,4,2,2,1,11,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1
b09b2a5c-badc-432a-8159-0f538a0f4efb,1,0,0,1,5,1,0,43.25,5366.98,0,15,35,4,1,0,2,8,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
66245bfa-4fcc-439a-b683-d2e6337ea2df,0,0,1,1,37,1,1,23.45,5565.07,0,12,68,1,2,0,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
5f987c71-a65e-488e-abf3-ad39fec21bbe,1,0,1,1,51,1,1,32.28,278.55,0,11,11,2,0,1,2,6,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
7394988f-847f-49b4-a64d-1bcb702753a1,1,0,1,0,1,1,0,95.49,999.01,1,17,8,2,1,1,5,8,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1064005c-3985-43cf-bf76-be1d1efa2197,0,1,0,0,7,1,1,106.54,3521.08,1,8,45,0,0,1,1,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
8dcdcd03-969b-4662-8562-8059568cc69b,1,0,0,0,11,1,1,55.76,1988.32,1,13,24,4,0,0,1,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
01d74256-3860-4ab6-96a4-02f23ae8cc93,1,0,0,0,46,1,1,73.47,6491.22,0,11,10,2,1,0,2,6,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
0f1259e0-a18f-46b6-b535-106e122c9a56,0,0,0,0,47,1,0,71.74,5053.16,0,14,91,3,0,0,3,8,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
080aadfb-e7c9-4b26-9141-25c63a9bedd4,1,0,1,0,7,1,1,81.88,8263.66,0,16,6,5,3,1,1,6,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
839fbc50-1223-4513-9496-f63cdc1110c1,0,0,0,1,4,1,0,95.3,1316.13,1,11,37,2,0,0,3,6,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
7c441fe7-ab42-40a7-874a-493b3ceddf2d,1,0,1,0,33,1,0,88.11,4315.275,0,17,14,6,0,2,2,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
b92da22b-21df-406f-8a0b-3c3336d8393a,1,0,0,0,30,1,1,62.71,7227.73,1,23,3,2,2,1,4,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93829b43-922f-415a-a1e3-db63ef7ddc76,0,0,0,1,72,1,1,114.49,1537.98,0,18,31,7,0,0,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7914c120-c8dc-419f-be35-11287900f7f9,0,0,0,1,27,1,1,70.61,5422.79,1,15,20,2,2,0,1,10,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1825bc54-30be-445f-a835-14f2ceb81f9d,1,0,1,0,38,1,1,106.02,1420.65,0,19,6,1,1,2,5,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,0,0,0,0,6,0,1,88.09,3018.1,1,12,16,0,0,0,7,5,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,0,0,0,1,54,1,1,41.62,711.78,0,16,11,0,1,1,6,8,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,0,0,0,0,20,1,1,24.06,6041.98,0,15,15,1,1,2,0,11,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
0f844fef-1931-49ee-a56c-0941fbf24050,0,0,1,1,62,1,0,97.86,3526.78,0,15,1,3,1,0,4,7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
ccf3a171-56dc-4907-ba6c-34ab6712303a,0,0,0,0,71,1,1,42.49,8475.72,0,13,48,4,1,1,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
310c0c00-3fa7-4104-9bf9-0e27dc96925e,0,1,0,1,60,1,0,114.35,1172.63,0,16,3,3,2,3,0,8,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
23e2fcb4-72d8-467d-894a-05e430b187ef,1,0,0,0,48,1,1,33.34,6409.4,0,16,30,3,1,0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
766ecb15-474e-4c19-aef9-12766c006f61,0,0,1,1,43,1,0,59.67,4781.77,0,19,45,5,0,2,2,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,0,0,1,1,4,1,0,47.68,8511.22,1,14,50,1,1,0,3,9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
db20a56e-dc81-4fe7-8eda-8bbb71710434,0,0,0,0,11,1,0,19.53,8619.07,0,12,12,1,2,2,2,5,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,0,0,0,1,47,1,0,34.81,1160.36,0,18,26,0,2,1,3,12,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
03c72ba8-d605-4770-8a63-f881ffd0f9d5,0,0,1,0,44,1,1,19.19,2156.52,0,12,24,1,2,0,1,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
c0e9ab30-ed26-42e9-97e0-11b7f8102383,0,1,1,0,10,1,1,94.5,5897.63,0,12,26,2,1,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,0,1,1,0,29,1,1,27.6,4315.275,1,13,53,3,2,1,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1,0,1,0,55,1,0,39.34,7169.38,0,20,42,4,2,1,1,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
2a25a888-0f02-4ad0-a706-7ef466aa9385,0,0,1,0,18,1,0,93.35,6431.52,0,14,10,1,1,0,5,7,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
63f2ae24-fc3d-4348-808d-4127610461e3,0,0,0,0,3,1,0,98.92,3989.45,0,15,48,2,4,0,4,5,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,1,0,1,0,35,1,1,44.55,2159.12,0,20,7,3,1,2,2,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
b253d218-6c4a-47ea-8906-17f2747b6dba,0,0,1,0,70,1,1,115.07,4873.22,0,23,19,4,2,2,2,13,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
c88a618e-fed4-457d-bb02-6576f512c4c3,0,0,1,1,28,1,1,60.26,4315.275,1,12,31,2,2,0,3,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
7c967f79-b7e9-4aca-a970-65e18e46d534,0,0,0,1,28,1,0,59.63,5660.14,0,18,29,4,1,1,2,10,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,0,0,0,0,5,0,0,43.93,8222.36,1,22,3,0,3,1,4,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
bc594585-9445-48c0-8ef8-c2d6f7fd5646,0,0,0,0,1,0,1,97.93,4315.275,1,15,24,2,1,0,5,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,0,0,1,0,42,1,1,100.7,2732.66,0,16,50,1,1,1,2,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,0,1,0,1,11,1,1,71.25,6252.72,0,13,24,6,1,0,1,5,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,0,0,0,1,9,1,1,89.81,7176.73,0,16,17,3,1,0,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,1,0,1,0,47,1,1,18.63,5926.15,0,19,9,3,0,2,5,9,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0
118a9d29-2f92-4996-99f1-95d014822f53,1,0,0,1,63,1,0,108.58,5658.36,0,10,28,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
dca02eec-acda-4acc-9165-e21098543881,0,0,1,0,46,1,1,47.62,4315.275,0,17,33,3,1,1,3,9,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
f10c718b-1eb0-438a-a75d-d5af3c365296,0,0,1,0,63,1,1,101.12,662.17,0,20,9,6,1,1,6,6,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
94340a03-3f07-4814-91d6-3f78e3e9de99,1,0,0,1,8,1,0,84.46,2205.29,0,17,2,4,0,0,2,11,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14fcdd54-9e8f-4965-8a2c-827e98326856,1,0,0,0,9,1,0,79.26,5489.71,0,16,1,4,1,0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
90b2b633-956b-4c0c-a849-9b926b5252e3,0,0,1,0,14,1,1,78.96,7882.16,1,13,68,2,4,1,0,6,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
42c18a62-ef48-48d5-90fd-9d3f85d51695,1,0,1,0,40,1,1,40.21,3457.44,0,18,2,2,4,0,3,9,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
